go .	가다 .
may i use the phone ?	전화 좀 써도 될까요 ?
maybe i exaggerated .	어쩌면 내가 과장했을지도 몰라 .
maybe i'll call you .	어쩌면 내가 당신에게 전화할지도 몰라요 .
maybe tom can do it .	아마도 톰은 할 수 있을 것 같아요 .
maybe tom is stupid .	어쩌면 톰은 바보일지도 몰라 .
maybe it wasn't tom .	어쩌면 톰이 아닐 수도 있어요 .
maybe she is coming .	어쩌면 그녀가 올지도 몰라 .
maybe we can fix it .	어쩌면 우리가 고칠 수 있을 것 같아요 .
merlin was a wizard .	멀린은 마법사였어 .
mine is the red one .	내 것은 빨간색이에요 .
mom is always right .	엄마는 항상 옳습니다 .
money is everything .	돈이 전부입니다 .
monkeys climb trees .	원숭이는 나무에 오른다 .
move out of the way .	방해가 되지 않는 곳으로 이동하십시오 .
mozart died in 1791 .	모차르트는 1791년에 사망했다 .
music is my passion .	음악은 나의 열정이다 .
must i write in ink ?	잉크로 써야 하나 ?
my answer is enough .	내 대답은 충분합니다 .
my aunt looks young .	우리 이모는 젊어 보여요 .
my back still hurts .	아직도 허리가 아파요 .
my boss is an idiot .	내 상사는 바보예요 .
my brother has died .	내 동생이 죽었어 .
my camera is broken .	내 카메라가 고장났어요 .
my cat loves catnip .	우리 고양이는 캣닙을 좋아해요 .
my cat loves shrimp .	우리 고양이는 새우를 좋아해요 .
my country needs me .	내 나라에는 내가 필요하다 .
my dad will kill me .	아빠가 날 죽일 ​​거야 .
my dog needs a walk .	내 개는 산책이 필요해요 .
my eyes are burning .	내 눈이 불타고 있어요 .
my eyes feel gritty .	눈이 뻑뻑한 것 같아요 .
my feet are swollen .	내 발이 부어 있어요 .
my friend helped me .	내 친구가 나를 도와줬어요 .
my gums are swollen .	잇몸이 부어올랐어요 .
my hair is too long .	내 머리가 너무 길어 .
my headache is gone .	내 두통이 사라졌습니다 .
my hobby is cooking .	내 취미는 요리입니다 .
my hobby is reading .	내 취미는 독서입니다 .
my home is far away .	내 집은 멀리 있어요 .
my legs are hurting .	다리가 아파요 .
my life is complete .	내 인생은 완전합니다 .
my life was a wreck .	내 인생은 망가졌다 .
my mom will kill me .	엄마가 날 죽일 ​​거야 .
my money was stolen .	내 돈이 도난당했어요 .
my mother called me .	엄마가 나한테 전화하셨어요 .
my mother is active .	우리 엄마는 활동적이에요 .
my neighbor is nice .	내 이웃은 친절해요 .
my nose is bleeding .	코피가 나네요 .
my parrot flew away .	내 앵무새가 날아갔습니다 .
my phone rang again .	내 전화가 다시 울렸다 .
my room number is 5 .	내 방 번호는 5입니다 .
my sister has a job .	내 여동생은 직업이 있어요 .
my sister is famous .	내 여동생은 유명해요 .
my sister is pretty .	내 여동생은 예뻐요 .
my throat feels dry .	목이 마른 것 같아요 .
my trousers are wet .	내 바지가 젖었어 .
my wife is a doctor .	제 아내는 의사예요 .
my wife is a lawyer .	제 아내는 변호사입니다 .
my work is finished .	내 일은 끝났어 .
next person , please .	다음 사람 주세요 .
no more can be said .	더 이상 말할 수 없습니다 .
no one ate anything .	아무도 아무것도 먹지 않았습니다 .
no one ate the cake .	아무도 케이크를 먹지 않았어요 .
no one believed him .	아무도 그를 믿지 않았습니다 .
no one believes him .	아무도 그를 믿지 않습니다 .
no one came up here .	여기에는 아무도 올라오지 않았어 .
no one can help you .	아무도 당신을 도울 수 없습니다 .
no one could see us .	아무도 우리를 볼 수 없었습니다 .
no one else laughed .	다른 사람은 웃지 않았습니다 .
no one gave up hope .	아무도 희망을 포기하지 않았습니다 .
no one has anything .	아무도 아무것도 가지고 있지 않습니다 .
no one likes losing .	지는 것을 좋아하는 사람은 없습니다 .
no one really cares .	아무도 정말로 신경 쓰지 않습니다 .
no one really knows .	정말 아무도 모릅니다 .
no one saw anything .	아무도 아무것도 보지 못했습니다 .
no one supported me .	아무도 나를 지원하지 않았습니다 .
no one will help us .	아무도 우리를 도와주지 않을 거예요 .
no one will miss me .	아무도 나를 그리워하지 않을 것이다 .
no one will stop us .	아무도 우리를 막을 수 없습니다 .
no one will survive .	아무도 살아남지 못할 것이다 .
no one would listen .	아무도 듣지 않을 것입니다 .
no one's allowed in .	누구도 들어갈 수 없습니다 .
no rain is expected .	비가 오지 않을 것으로 예상됩니다 .
no weapon was found .	무기는 발견되지 않았습니다 .
no , i don't want to .	아니, 난 그러고 싶지 않아 .
no , that's not true .	아니요, 그건 사실이 아닙니다 .
nobody believed tom .	아무도 톰을 믿지 않았어요 .
nobody can hear you .	아무도 당신의 말을 들을 수 없습니다 .
nobody can help you .	아무도 당신을 도울 수 없습니다 .
nobody cares for me .	아무도 나를 신경 쓰지 않습니다 .
nobody contacted me .	아무도 나에게 연락하지 않았습니다 .
nobody really knows .	정말 아무도 모릅니다 .
nobody saw anything .	아무도 아무것도 보지 못했습니다 .
nobody speaks to me .	아무도 나에게 말을 하지 않습니다 .
none of us like tom .	우리 중 누구도 톰을 좋아하지 않아요 .
not everyone agreed .	모두가 동의하지는 않았습니다 .
not everyone agrees .	모두가 동의하는 것은 아닙니다 .
nothing can stop me .	아무것도 나를 막을 수 없습니다 .
nothing feels right .	아무것도 기분이 좋지 않습니다 .
nothing has changed .	아무것도 변하지 않았습니다 .
nothing is forgiven .	아무것도 용서되지 않습니다 .
nothing seems right .	아무것도 옳지 않은 것 같습니다 .
nothing will change .	아무것도 변하지 않을 것입니다 .
now eat your supper .	이제 저녁을 먹어라 .
now is not the time .	지금은 그럴 때가 아니다 .
now let's celebrate .	이제 축하하자 .
now what's the deal ?	이제 무슨 상관이야 ?
now , that's an idea .	이제 그것은 아이디어입니다 .
nuts are nutritious .	견과류는 영양가가 높습니다 .
of course i will go .	물론이죠. 나는 갈 거예요 .
old habits die hard .	오래된 습관은 쉽게 죽지 않습니다 .
one man was injured .	한 사람이 부상당했습니다 .
one of us has to go .	우리 중 한 명은 가야 해요 .
one of you is lying .	너희 중 한 명이 거짓말을 하고 있어 .
only time will tell .	오직 시간만이 말해줄 것이다 .
open up the package .	패키지를 엽니다 .
ostriches can't fly .	타조는 날 수 없습니다 .
our allies are weak .	우리 동맹국은 약해요 .
our fate was sealed .	우리의 운명은 결정되었습니다 .
our gamble paid off .	우리의 도박은 성과를 거두었습니다 .
our team is winning .	우리 팀이 이기고 있어요 .
our work never ends .	우리 일은 결코 끝나지 않습니다 .
paper burns quickly .	종이는 빨리 탄다 .
people have choices .	사람들은 선택권을 가지고 있습니다 .
people like to talk .	사람들은 말하는 것을 좋아합니다 .
people love freedom .	사람들은 자유를 좋아합니다 .
people love to talk .	사람들은 말하는 것을 좋아합니다 .
perhaps i was wrong .	아마도 내가 틀렸을 수도 있습니다 .
perhaps tom can win .	아마도 톰이 이길 수도 있을 것 같아요 .
perhaps that's true .	아마도 그 말이 사실일 것이다 .
please call me back .	다시 전화해주세요 .
please come on time .	시간 맞춰 와주세요 .
please come with us .	우리와 함께 가세요 .
please don't get up .	제발 일어나지 마세요 .
please don't mumble .	중얼거리지 마세요 .
please drive safely .	안전운전 하시기 바랍니다 .
please give us room .	우리에게 공간을 주세요 .
please have a drink .	한잔 드세요 .
please help me cook .	제가 요리하는 것을 도와주세요 .
please make the bed .	침대를 정리해주세요 .
please show me that .	그걸 보여주세요 .
please speak french .	프랑스어를 말해주세요 .
please stop singing .	제발 노래 좀 그만해 .
please stop talking .	제발 말 좀 그만해 .
please take me home .	저를 집에 데려다 주세요 .
please wash my back .	등을 씻어주세요 .
pleased to meet you .	만나서 반갑습니다 .
poaching is illegal .	밀렵은 불법입니다 .
prices are going up .	가격이 오르고 있어요 .
pull the rope tight .	밧줄을 꽉 잡아당겨라 .
put on a nice dress .	좋은 드레스를 입으세요 .
put on your pajamas .	잠옷을 입으세요 .
put some clothes on .	옷 좀 입으세요 .
put that in writing .	그것을 서면으로 작성하세요 .
put your books away .	책을 치워두세요 .
put your glasses on .	안경을 쓰세요 .
quick , give me that .	빨리 , 그거 주세요 .
quote me an example .	예를 들어주세요 .
respect your elders .	장로들을 존경하십시오 .
rest here for a bit .	여기서 잠시 쉬세요 .
return to your room .	방으로 돌아가세요 .
rome is an old city .	로마는 오래된 도시다 .
see you in two days .	이틀 후에 봐요 .
seeing is believing .	보는 것이 믿는 것입니다 .
shall we go and eat ?	우리 가서 먹을까 ?
she baked me a cake .	그녀는 나에게 케이크를 구웠어요 .
she became a doctor .	그녀는 의사가 되었습니다 .
she became a singer .	그녀는 가수가 되었다 .
she became pregnant .	그녀는 임신했습니다 .
she became very ill .	그녀는 매우 아프게 되었습니다 .
she blackmailed him .	그녀는 그를 협박했다 .
she boards students .	그녀는 학생들을 탑승시킵니다 .
she boiled the eggs .	그녀는 계란을 삶았어요 .
she bowed in thanks .	그녀는 감사 인사를 했다 .
she called for help .	그녀는 도움을 요청했습니다 .
she came out on top .	그녀는 정상에 나왔다 .
she can drive a car .	그녀는 차를 운전할 수 있어요 .
she can't cook well .	그 사람은 요리를 잘 못해요 .
she closed her eyes .	그녀는 눈을 감았습니다 .
she cried all night .	그녀는 밤새도록 울었습니다 .
she danced with joy .	그녀는 기쁨으로 춤을 췄다 .
she did pretty well .	그녀는 꽤 잘 했어요 .
she didn't like him .	그녀는 그를 좋아하지 않았다 .
she does look tired .	그 사람 정말 피곤해 보여요 .
she drives me crazy .	그녀는 나를 미치게 만든다 .
she feels bad today .	그녀는 오늘 기분이 안 좋다 .
she gave him a book .	그녀는 그에게 책을 주었다 .
she gave me a shirt .	그녀는 나에게 셔츠를 주었다 .
she gave me a watch .	그녀는 나에게 시계를 주었다 .
she got in the taxi .	그녀는 택시를 탔어요 .
she had gone to bed .	그녀는 잠자리에 들었습니다 .
she has 2 ,000 books .	그녀는 2,000권의 책을 가지고 있습니다 .
she has a long nose .	그녀는 코가 길어요 .
she has faults , too .	그녀에게도 결점이 있다 .
she has few friends .	그녀는 친구가 거의 없습니다 .
she has gone abroad .	그녀는 해외로 나갔습니다 .
she has lost weight .	그녀는 살이 빠졌어요 .
she has no brothers .	그녀에게는 형제가 없습니다 .
she held her breath .	그녀는 숨을 참았다 .
she hit me , not him .	그 사람이 아니라 그 사람이 나를 때렸어요
she is a bad person .	그 사람은 나쁜 사람이에요 .
she is a chatterbox .	그녀는 수다쟁이입니다 .
she is a little shy .	그 사람은 좀 수줍어해요 .
she is about my age .	그 사람은 내 또래예요 .
she is bad-mannered .	그녀는 매너가 나쁘다 .
she is dark-skinned .	그녀는 피부색이 짙습니다 .
she is fond of cake .	그녀는 케이크를 좋아해요 .
she is good-natured .	그녀는 성격이 좋다 .
she is hard at work .	그녀는 일을 열심히 해요 .
she is hard on them .	그녀는 그들에게 가혹하다 .
she is just a child .	그녀는 단지 어린아이일 뿐입니다 .
she is my classmate .	그 사람은 내 동급생이에요 .
she is not here yet .	그 사람은 아직 여기 없어요 .
she is not to blame .	그녀는 책임이 없습니다 .
she is still a girl .	그 사람은 아직 여자예요 .
she kept on talking .	그녀는 계속 말을 이었다 .
she kept on working .	그녀는 계속 일했습니다 .
she kicked the door .	그녀는 문을 찼다 .
she kissed my cheek .	그녀는 내 뺨에 키스했다 .
she knows the truth .	그녀는 진실을 알고 있습니다 .
she laced her shoes .	그녀는 신발 끈을 묶었습니다 .
she likes all of us .	그녀는 우리 모두를 좋아해요 .
she listened to him .	그녀는 그의 말을 들었다 .
she lit the candles .	그녀는 촛불을 켰다 .
she lives in london .	그녀는 런던에 산다 .
she locked the door .	그녀는 문을 잠갔다 .
she looks very sick .	그녀는 매우 아파 보인다 .
she made me cookies .	그녀는 나에게 쿠키를 만들어주었다 .
she made tea for me .	그녀는 나를 위해 차를 만들었습니다 .
she opened the door .	그녀는 문을 열었습니다 .
