go .	가다 .
it feels good .	기분이 좋아 .
it gets worse .	상황은 더욱 악화됩니다 .
it had snowed .	눈이 내렸습니다 .
it has a flaw .	결함이 있습니다 .
it has a leak .	누출이 있습니다 .
it hurts here .	여기가 아파요 .
it is a curse .	그것은 저주이다 .
it is no joke .	농담이 아닙니다 .
it is snowing .	눈이 온다 .
it is the law .	그것은 법이다 .
it is too hot .	너무 덥습니다 .
it looks fine .	괜찮아 보이는데요 .
it looks good .	좋아 보인다 .
it looks nice .	좋아 보인다 .
it made sense .	말이 되었어요 .
it sickens me .	그것은 나를 아프게 한다 .
it smells bad .	냄새가 안 좋아 .
it takes time .	시간이 걸립니다 .
it was a bomb .	그것은 폭탄이었다 .
it was a gift .	그것은 선물이었습니다 .
it was a hoax .	그것은 사기였습니다 .
it was a joke .	농담이었어요 .
it was a mess .	그것은 엉망이었다 .
it was a test .	그것은 테스트였습니다 .
it was boring .	지루했어요 .
it was broken .	그것은 부서졌다 .
it was locked .	잠겨 있었어요 .
it was simple .	그것은 간단했다 .
it was superb .	그것은 훌륭했습니다 .
it wasn't him .	그 사람이 아니 었습니다 .
it went viral .	그것은 입소문이 났다 .
it won't hurt .	아프지 않을 거야 .
it won't work .	그것은 작동하지 않습니다 .
it works fine .	잘 작동해요 .
it works well .	그것은 잘 작동합니다 .
it'll be easy .	쉬울 거예요 .
it'll go away .	그것은 사라질 것이다 .
it's a parody .	그것은 패러디입니다 .
it's a relief .	다행이다 .
it's a rental .	그것은 임대입니다 .
it's a sequel .	그것은 속편입니다 .
it's a weapon .	그것은 무기입니다 .
it's adorable .	사랑스럽다 .
it's all gone .	다 없어졌어 .
it's all here .	다 여기에 있어요 .
it's all mine .	그것은 모두 내 것입니다 .
it's all over .	다 끝났어 .
it's all true .	그것은 모두 사실입니다 .
it's business .	그것은 사업이다 .
it's close by .	근처에 있어요 .
it's exciting .	그것은 흥미 롭습니다 .
it's fall now .	지금은 가을이에요 .
it's for free .	그것은 무료입니다 .
it's gorgeous .	정말 멋져요 .
it's instinct .	그것은 본능이다 .
it's midnight .	자정이야 .
it's my treat .	그건 내 선물이야 .
it's not cool .	멋지지 않아 .
it's not easy .	쉽지 않습니다 .
it's not fair .	그건 불공평해요 .
it's not fake .	그것은 가짜가 아닙니다 .
it's not hard .	어렵지 않아요 .
it's not here .	여기 없어요 .
it's not mine .	그것은 내 것이 아닙니다 .
it's not real .	그것은 진짜가 아니다 .
it's not safe .	안전하지 않습니다 .
it's not true .	그것은 사실이 아닙니다 .
it's now 2:30 .	지금은 2시 30분이에요 .
it's obsolete .	그것은 쓸모가 없습니다 .
it's occupied .	그것은 점유되어 있습니다 .
it's our duty .	그것은 우리의 의무입니다 .
it's outdated .	그것은 구식입니다 .
it's pathetic .	한심하다 .
it's personal .	그것은 개인적인 것입니다 .
it's possible .	그것은 가능하다 .
it's so clean .	너무 깨끗해요 .
it's stealing .	그것은 훔치는 것입니다 .
it's suicidal .	그것은 자살이다 .
it's terrible .	정말 끔찍해요 .
it's the best .	최고야 .
it's the cops !	경찰이에요 !
it's too cold .	너무 추워요 .
it's too dark .	너무 어두워요 .
it's too easy .	너무 쉽습니다 .
it's too hard .	너무 힘들어요 .
it's too late .	너무 늦었어 .
it's too loud .	너무 시끄러워요 .
it's too thin .	너무 얇아요 .
it's unlikely .	그럴 것 같지 않습니다 .
it's unlocked .	잠금이 해제되었습니다 .
it's upstairs .	위층에 있어요 .
it's very big .	그것은 매우 크다 .
it's very dry .	매우 건조해요 .
it's very low .	매우 낮습니다 .
it's worth it .	그만한 가치가 있습니다 .
just a minute .	잠시만요 .
just be quiet .	그냥 조용히 하세요 .
just leave it .	그냥 놔둬 .
just trust me .	그냥 나를 믿어 .
keep tom safe .	톰을 안전하게 지켜주세요 .
keep in touch !	계속 연락하세요 !
keep in touch .	계속 연락하세요 .
learn italian .	이탈리아어를 배우세요 .
let tom sleep .	톰을 자게 해주세요 .
let her sleep .	그녀를 자게 해주세요 .
let me finish .	마무리하겠습니다 .
let me see it .	좀 볼까 .
let me try it .	내가 한번 해볼게 .
let's ask him .	그에게 물어보자 .
let's do this .	이렇게 해보자 .
let's drop it .	그것을 버리자 .
let's go away .	떠나자 .
let's go , tom .	가자 , 탐 .
let's proceed .	계속하자 .
life is crazy .	인생은 미쳤다 .
life is short .	인생은 짧습니다 .
life is sweet .	인생은 달콤합니다 .
lock the door !	문을 잠그세요 !
lock the door .	문을 잠그세요 .
look up there .	거기 좀 봐봐 .
love is blind .	사랑은 눈이 먼 것입니다 .
luck is blind .	행운은 눈이 먼 것입니다 .
make a choice .	선택을 하십시오 .
make an offer .	제안을 하세요 .
make it quick .	빨리 해 .
make me happy .	나를 행복하게 해주세요 .
make your bed .	침대를 정리하세요 .
man is mortal .	사람은 죽는다 .
mary is weird .	메리가 이상해 .
may i ask why ?	이유를 물어봐도 될까요 ?
may i come in ?	내가 들어가도 될까요 ?
may i go home ?	집에 가도 될까요 ?
men never cry .	남자들은 절대 울지 않아요 .
my back aches .	허리가 아파요 .
my dog ate it .	내 개가 먹었어 .
my dog is big .	내 개는 커요 .
my feet stink .	내 발에서 악취가 난다 .
my foot hurts .	발이 아파요 .
my name's tom .	내 이름은 톰이에요 .
never give up .	절대 포기하지 마세요 .
no one saw me .	아무도 나를 보지 못했습니다 .
no one saw us .	아무도 우리를 보지 못했습니다 .
no one's here .	여기에는 아무도 없어요 .
no one's home .	집에 아무도 없어 .
no , he didn't .	아니, 그는 그러지 않았어 .
no , you can't .	아니, 그럴 수 없어 .
nobody got up .	아무도 일어나지 않았습니다 .
nobody saw me .	아무도 나를 보지 못했습니다 .
nobody's busy .	아무도 바쁘지 않아요 .
now means now .	지금은 지금을 의미합니다 .
oh , i'm sorry .	아, 미안해요 .
open the door .	문을 열어라 .
open the safe .	금고를 열어보세요 .
our team lost .	우리 팀은 졌다 .
out of my way !	비켜 !
pick a number .	번호를 선택하세요 .
pick a weapon .	무기를 선택하세요 .
please fix it .	고쳐주세요 .
please get in .	들어가세요 .
quiet , please .	조용히 해주세요 .
quit gambling .	도박을 끊다 .
read after me .	나를 따라 읽어라 .
read it to me .	나한테 읽어줘 .
read this now .	지금 이것을 읽어보세요 .
red is better .	빨간색이 더 좋습니다 .
rest in peace .	편히 쉬세요 .
ring the bell .	벨을 울려라 .
russia is big .	러시아는 크다 .
save yourself .	자신을 구하십시오 .
seal the room .	방을 봉인해라 .
see you again .	또 만나요 ​​ .
see you later .	나중에 봐요 .
see you there .	거기서 봐요 .
shake my hand .	악수 하세요 .
shall i begin ?	시작해볼까 ?
she avoids me .	그녀는 나를 피한다 .
she came last .	그녀는 마지막에 왔어요 .
she can skate .	그녀는 스케이트를 탈 수 있어요 .
she can't ski .	그 사람은 스키를 못 타요 .
she could die .	그녀는 죽을 수도 있습니다 .
she dumped me .	그녀는 나를 차버렸다 .
she got angry .	그녀는 화를 냈습니다 .
she had twins .	그녀는 쌍둥이를 낳았습니다 .
she hated him .	그녀는 그를 싫어했다 .
she hates him .	그녀는 그를 싫어합니다 .
she hired him .	그녀는 그를 고용했습니다 .
she is french .	그녀는 프랑스 사람이에요 .
she is a twin .	그녀는 쌍둥이예요 .
she is active .	그녀는 활동적입니다 .
she is crying .	그녀는 울고 있다 .
she is gentle .	그녀는 온화하다 .
she is strong .	그녀는 강하다 .
she just left .	그녀는 방금 떠났어요 .
she likes him .	그녀는 그를 좋아해요 .
she looks sad .	그녀는 슬퍼 보인다 .
she loves tom .	그녀는 톰을 사랑해요 .
she loves him .	그녀는 그를 사랑합니다 .
she needs you .	그녀는 당신이 필요합니다 .
she obeys him .	그녀는 그에게 순종합니다 .
she overslept .	그녀는 늦잠을 잤다 .
she seems sad .	그녀는 슬퍼 보인다 .
she wants him .	그녀는 그를 원해요 .
she was brave .	그녀는 용감했습니다 .
she was livid .	그녀는 분노했다 .
she was lying .	그녀는 거짓말을 하고 있었습니다 .
she was naive .	그녀는 순진했어요 .
she went home .	그녀는 집에 갔다 .
she's a cutie .	그녀는 귀염둥이입니다 .
she's a model .	그녀는 모델이에요 .
she's awesome .	그녀는 굉장해요 .
she's dieting .	그녀는 다이어트 중이야 .
she's my type .	그녀는 내 타입이에요 .
should i come ?	내가 와야 하나 ?
should i wait ?	기다려야 하나요 ?
show it to me .	나에게 보여주세요 .
show it to us .	우리에게 보여주세요 .
show yourself .	자신을 보여주세요 .
shut the door .	문을 닫아라 .
sit beside me .	내 옆에 앉아 .
sit down , tom !	앉으세요, 톰 !
sit down , tom .	앉으세요, 탐 .
sit near here .	이 근처에 앉으세요 .
speak clearly .	명확하게 말하십시오 .
speak quietly .	조용히 말해라 .
start running .	달리기 시작하세요 .
start the car .	차를 시동하십시오 .
start writing .	쓰기 시작 .
stay a moment .	잠시만 기다려주세요 .
stay positive .	긍정적인 태도를 유지하세요 .
stay together .	함께있어 .
stir the soup .	수프를 저어주세요 .
stop bragging .	자랑하지 마세요 .
stop dreaming .	꿈을 꾸지 마세요 .
stop frowning .	얼굴을 찡그리지 마세요 .
stop shooting .	촬영을 중지하세요 .
stop shouting .	그만 소리쳐 .
stop that now .	이제 그만해 .
stop worrying .	걱정하지 마세요 .
straighten up .	곧게 펴다 .
stuff happens .	일이 일어납니다 .
suit yourself .	자신에게 맞게 .
sweep my room .	내 방을 쓸어라 .
take a breath .	숨을 쉬어 라 .
take a chance .	기회를 잡아라 .
take a cookie .	쿠키를 먹어라 .
take a number .	번호를 받아라 .
take a shower .	샤워를 하세요 .
tastes differ .	취향은 다릅니다 .
thanks a heap .	고마워요 .
thanks anyway .	어쨌든 고마워요 .
that meant no .	그것은 아니오를 의미했습니다 .
that suits me .	그게 나에게 어울린다 .
that was cool .	그거 멋있었어 .
that was easy .	그건 쉬웠어요 .
that was mean .	그건 정말 의미 있는 일이었어 .
that was nice .	그거 좋았어 .
that was ours .	그건 우리 것이었어 .
that's saturn .	그건 토성이야 .
that's a boat .	저건 보트야 .
that's a book .	그건 책이에요 .
that's a copy .	그건 사본이에요 .
that's a doll .	그거 인형이에요 .
that's a fact .	그것은 사실입니다 .
that's a fake .	그건 가짜예요 .
that's a joke .	그거 농담이에요 .
that's a myth .	그것은 신화입니다 .
that's a pity .	안타깝네요 .
that's a plan .	그게 계획이야 .
that's a risk .	그것은 위험합니다 .
that's a sign .	그것은 표시입니다 .
that's a tree .	그건 나무야 .
that's clever .	그거 영리한데…
that's enough .	그것으로 충분합니다 .
that's lovely .	정말 멋지네요 .
that's my boy .	그 사람은 내 아들이야 .
that's my car .	그건 내 차야 .
that's my cat .	그건 내 고양이야 .
that's my dog .	그건 내 개야 .
that's no fun .	그거 재미없어 .
that's normal .	그것은 정상입니다 .
that's pretty .	정말 예쁘네요 .
that's simple .	그건 간단해요 .
that's so rad .	정말 대단해요 .
that's so sad .	정말 슬프다 .
that's stupid .	그건 바보야 .
that's unfair .	그건 불공평해요 .
that's untrue .	그건 사실이 아닙니다 .
the girls won .	여자애들이 이겼어 .
there is hope .	희망이 있습니다 .
there you are .	거기 있어요 .
they all died .	그들 모두는 죽었습니다 .
they all knew .	그들 모두는 알고 있었다 .
they all know .	그들 모두는 알고 있습니다 .
they are here .	그들은 여기 있습니다 .
they canceled .	그들은 취소했다 .
they embraced .	그들은 포옹했다 .
they found it .	그들은 그것을 발견했습니다 .
they found us .	그들이 우리를 찾았어요 .
they know him .	그들은 그를 알고 있습니다 .
they look sad .	그들은 슬퍼 보인다 .
they love tom .	그들은 톰을 사랑해요 .
they need him .	그들에게는 그가 필요해요 .
they said yes .	그들은 그렇다고 말했다 .
they saved us .	그들은 우리를 구했습니다 .
they're asian .	그들은 아시아 사람이에요 .
they're alive .	그들은 살아있다 .
they're angry .	그들은 화가 났습니다 .
they're armed .	그들은 무장했어요 .
they're awake .	그들은 깨어 있어요 .
they're brave .	그들은 용감해요 .
they're broke .	그들은 파산했습니다 .
they're clean .	깨끗해요 .
they're crazy .	그들은 미쳤어 .
they're drunk .	그들은 취했어요 .
they're dying .	그들은 죽어가고 있어요 .
they're early .	일찍 왔어요 .
they're happy .	그들은 행복해요 .
they're lying .	그들은 거짓말을 하고 있어요 .
they're small .	그들은 작습니다 .
they're spies .	그들은 스파이입니다 .
they're there .	거기 있어요 .
they're tired .	그들은 피곤해요 .
they're twins .	그들은 쌍둥이예요 .
they're weird .	그들은 이상해요 .
they're wrong .	그들은 틀렸어 .
this is italy .	여기는 이탈리아예요 .
this is japan .	여기는 일본이에요 .
this is a dvd .	이건 DVD야 .
this is a dog .	이것은 개입니다 .
this is a map .	이것은 지도입니다 .
this is a pen .	이것은 펜입니다 .
this is a pun .	이것은 말장난이다 .
this is a wig .	이것은 가발입니다 .
this is awful .	이건 정말 끔찍해요 .
this is cheap .	이것은 싸다 .
this is crazy .	이건 미쳤어 .
this is funny .	이거 재밌어 .
this is great .	이것은 훌륭합니다 .
this is legal .	이것은 합법적입니다 .
this is my cd .	이건 내 CD야 .
this is silly .	이것은 어리석은 일입니다 .
this is sweet .	이것은 달콤하다 .
this is weird .	이건 이상해요 .
this is wrong .	이건 틀렸어 .
this is yours .	이것은 당신 것입니다 .
this was easy .	이건 쉬웠어요 .
tie your shoe .	신발끈을 묶어라 .
time is money .	시간은 돈이다 .
tom can do it .	톰은 할 수 있어요 .
tom can drive .	톰은 운전할 수 있어요 .
