go .	行く 。
we need to leave .	私たちは出発する必要があります 。
we need you back .	戻ってきてください 。
we never do that .	私たちはそんなことは決してしません 。
we only want you .	私たちはあなただけが欲しいのです 。
we saw something .	私たちは何かを見ました 。
we spoke briefly .	簡単に話しました 。
we told everyone .	私たちはみんなに言いました 。
we want to leave .	私たちは去りたいのです 。
we were ambushed .	私たちは待ち伏せされました 。
we were captured .	私たちは捕らえられました 。
we were mistaken .	私たちは間違っていました 。
we were partners .	私たちはパートナーでした 。
we were so close .	私たちはとても近くにいました 。
we were so proud .	私たちはとても誇りに思いました 。
we were soldiers .	私たちは兵士でした 。
we were together .	私たちは一緒にいました 。
we were too late .	遅すぎた 。
we weren't happy .	私たちは幸せではありませんでした 。
we weren't lucky .	私たちは幸運ではありませんでした 。
we will fix this .	これを修正します 。
we will not fail .	私たちは失敗しません 。
we wish you luck .	幸運を祈ります 。
we won the match .	私たちは試合に勝ちました 。
we work together .	私たちは一緒に働きます 。
we'd better wait .	待ったほうがいいでしょう 。
we'll be careful .	気をつけます 。
we'll be working .	私たちは働きます 。
we'll follow tom .	私たちはトムをフォローします 。
we'll meet again .	また会いましょう 。
we'll never know .	私たちには決して分かりません 。
we'll pay for it .	私たちがそれを支払います 。
we'll talk later .	後で話しましょう 。
we'll work on it .	私たちはそれに取り組みます 。
we're a bit late .	少し遅れています 。
we're all afraid .	私たちは皆恐れています 。
we're all hungry .	私たちはみんなお腹が空いています 。
we're all scared .	私たちは皆怖がっています 。
we're all single .	私たちは皆独身です 。
we're all unique .	私たちは皆ユニークです 。
we're alone here .	私たちはここで一人です 。
we're alone here .	私たちはここに一人です 。
we're astonished .	私たちは驚いています 。
we're back early .	私たちは早く戻ってきました 。
we're being used .	私たちは利用されています 。
we're both right .	私たちは両方とも正しいです 。
we're both wrong .	私たちは両方とも間違っています 。
we're classmates .	私たちはクラスメートです 。
we're doing well .	私たちは元気です 。
we're downsizing .	規模を縮小しています 。
we're fascinated .	私たちは魅了されています 。
we're getting it .	わかりました 。
we're going back .	私たちは戻ります 。
we're going down .	私たちは下ります 。
we're going east .	私たちは東に行きます 。
we're going west .	私たちは西に行きます 。
we're half right .	私たちは半分正しいです 。
we're having fun .	私たちは楽しんでいます 。
we're here alone .	私たちはここに一人でいます 。
we're here early .	私たちは早くここにいます 。
we're historians .	私たちは歴史家です 。
we're home early .	私たちは早く家に帰りました 。
we're in a hurry .	私たちは急いでいます 。
we're in college .	私たちは大学にいます 。
we're in control .	私たちがコントロールしています 。
we're in trouble .	私たちは困っています 。
we're just lucky .	私たちはただ幸運です 。
we're just tired .	私たちはただ疲れているだけです 。
we're lifeguards .	私たちはライフガードです 。
we're meditating .	私たちは瞑想しています 。
we're not buying .	私たちは買わない 。
we're not dating .	私たちは付き合っていない 。
we're not eating .	私たちは食べていません 。
we're not family .	私たちは家族ではありません 。
we're not guilty .	私たちには罪はありません 。
we're not moving .	私たちは動いていません 。
we're not needed .	私たちは必要ありません 。
we're not stupid .	私たちは愚かではありません 。
we're on our own .	私たちは自分たちだけでいます 。
we're on our way .	私たちは向かっています 。
we're prejudiced .	私たちは偏見を持っています 。
we're right here .	私たちはここにいます 。
we're speechless .	私たちは言葉を失います 。
we're still here .	私たちはまだここにいます 。
we're successful .	私たちは成功しました 。
we're surrounded .	私たちは囲まれています 。
we're taking off .	離陸します 。
we're the owners .	私たちがオーナーです 。
we're undressing .	私たちは服を脱いでいます 。
we're unemployed .	私たちは失業しています 。
we're untalented .	私たちには才能がない 。
we're very close .	私たちはとても近いです 。
we're very happy .	私たちはとても幸せです 。
we've done a lot .	私たちはたくさんのことをしてきました 。
we've got a boat .	私たちはボートを持っています 。
we've got a leak .	漏れがあります 。
we've got enough .	もう十分だ 。
welcome to japan .	日本へようこそ 。
well , here we go .	さて、それでは行きましょう 。
were you at work ?	仕事中でしたか ？
