go .	行く 。
a dolphin is a mammal .	イルカは哺乳類です 。
a guard's been killed .	警備員が殺された 。
a house is not a home .	家は家ではありません 。
a little bird told me .	小鳥が教えてくれました 。
a table has four legs .	テーブルには 4 本の脚があります 。
a week has seven days .	1週間は7日間です 。
above all , be patient .	何よりも、我慢してください 。
accidents will happen .	事故は起こります 。
afghanistan is at war .	アフガニスタンは戦争中です 。
ah , to be young again .	ああ、また若返る 。
all lawyers are liars .	弁護士はみんな嘘つきだ 。
all of them were gone .	それらはすべて消えていました 。
all of us were silent .	私たちは皆黙っていました 。
all our money is gone .	私たちのお金はすべてなくなってしまいました 。
all right , i'll do it .	わかりました、やります 。
all the boys ran away .	少年たちは皆逃げ出した 。
all the eggs went bad .	卵はすべてダメになってしまいました 。
all the food was gone .	食べ物はすべてなくなっていました 。
all the girls laughed .	女の子たちはみんな笑いました 。
all the money is gone .	お金はすべてなくなってしまいました 。
all three of us agree .	私たち３人全員が同意します 。
all three were killed .	3人全員が殺されました 。
all we can do is hope .	私たちにできるのは希望することだけです 。
all we can do is wait .	私たちにできることは待つことだけです 。
always arrive on time .	常に時間通りに到着します 。
always tell the truth .	常に真実を語ってください 。
am i cleared for duty ?	私は任務をクリアしていますか ？
am i making any sense ?	私には意味がありますか ？
am i talking too fast ?	私の話が早すぎますか ？
am i that predictable ?	私はそんなに予測可能ですか ？
am i that transparent ?	私はそんなに透明ですか ？
am i wrong about that ?	それについて私は間違っていますか ？
america is very large .	アメリカはとても広いです 。
and now , it's my turn !	そして今度は私の番です ！
any child can do that .	それはどんな子供でもできます 。
any time will suit me .	いつでも私に合います 。
anybody could do this .	誰でもこれを行うことができます 。
anything could happen .	なんでも起こる可能性がある 。
anything will be fine .	何でもいいです 。
anyway , i did my best .	とにかく頑張りました 。
are there any bananas ?	バナナはありますか ？
are these your things ?	これらはあなたのものですか ？
are they all the same ?	それらはすべて同じですか ？
are they still in bed ?	彼らはまだベッドにいますか ？
are things going well ?	物事はうまく進んでいますか ？
are those my earrings ?	それは私のイヤリングですか ？
are we disturbing you ?	私たちはあなたの邪魔をしていますか ？
are you a doctor , sir ?	あなたはお医者さんですか ？
are you a good golfer ?	あなたは良いゴルファーですか ？
are you a law student ?	あなたは法学部の学生ですか ？
are you a team player ?	あなたはチームプレイヤーですか ？
are you all right now ?	今は大丈夫ですか ？
are you allowed to go ?	行ってもいいですか ？
are you an only child ?	あなたは一人っ子ですか ？
are you as tall as me ?	あなたは私と同じくらい背が高いですか ？
are you ashamed of me ?	私を恥ずかしいと思っていますか ？
are you being serious ?	本気で言ってるの ？
are you coming or not ?	来るのか来ないのか ？
are you dating anyone ?	誰か付き合ってるの ？
are you enjoying this ?	楽しんでいますか ？
are you expecting tom ?	トムを待っていますか ？
are you fond of music ?	音楽は好きですか ？
are you free tomorrow ?	明日は空いていますか ？
are you getting tired ?	疲れていますか ？
are you going outside ?	外に行きますか ？
are you having dinner ?	夕食を食べていますか ？
are you hungry at all ?	まったくお腹が空いていますか ？
are you hurt anywhere ?	どこか怪我をしていますか ？
are you in a bad mood ?	機嫌が悪いですか ？
are you looking at me ?	私を見ていますか ？
are you losing weight ?	体重は減っていますか ？
are you picking on me ?	私をいじめているのですか ？
are you ready for bed ?	寝る準備はできていますか ？
are you ready to work ?	働く準備はできていますか ？
are you seeing anyone ?	誰かに会っていますか ？
