go .	行く 。
read this now .	今すぐこれを読んでください 。
red is better .	赤の方が良いです 。
rest in peace .	安らかに眠る 。
ring the bell .	ベルを鳴らしてください 。
russia is big .	ロシアは大きいです 。
save yourself .	自分を救ってください 。
seal the room .	部屋を密閉します 。
see you again .	また会いましょう 。
see you later .	また後で 。
see you there .	また会いましょう 。
shake my hand .	握手してください 。
shall i begin ?	始めましょうか ？
she avoids me .	彼女は私を避けます 。
she came last .	彼女は最後に来ました 。
she can skate .	彼女はスケートができます 。
she can't ski .	彼女はスキーができません 。
she could die .	彼女は死ぬかもしれない 。
she dumped me .	彼女は私を捨てました 。
she got angry .	彼女は怒った 。
she had twins .	彼女には双子がいました 。
she hated him .	彼女は彼を嫌っていた 。
she hates him .	彼女は彼が嫌いです 。
she hired him .	彼女は彼を雇った 。
she is french .	彼女はフランス人です 。
she is a twin .	彼女は双子です 。
she is active .	彼女は活動的です 。
she is crying .	彼女は泣いています 。
she is gentle .	彼女は優しいです 。
she is strong .	彼女は強いです 。
she just left .	彼女はちょうど去ったところです 。
she likes him .	彼女は彼が好きです 。
she looks sad .	彼女は悲しそうだ 。
she loves tom .	彼女はトムが大好きです 。
she loves him .	彼女は彼を愛しています 。
she needs you .	彼女はあなたを必要としています 。
she obeys him .	彼女は彼に従います 。
she overslept .	彼女は寝坊しました 。
she seems sad .	彼女は悲しそうだ 。
she wants him .	彼女は彼が欲しいのです 。
she was brave .	彼女は勇敢でした 。
she was livid .	彼女は激怒した 。
she was lying .	彼女は嘘をついていた 。
she was naive .	彼女は純朴だった 。
she went home .	彼女は家に帰りました 。
she's a cutie .	彼女はかわいいです 。
she's a model .	彼女はモデルです 。
she's awesome .	彼女は素晴らしいです 。
she's dieting .	彼女はダイエット中です 。
she's my type .	彼女は私のタイプです 。
should i come ?	来るべきですか ？
should i wait ?	待ったほうがいいですか ？
show it to me .	それを私に見せてください 。
show it to us .	それを私たちに見せてください 。
show yourself .	自分自身を見せてください 。
shut the door .	ドアを閉めてください 。
sit beside me .	私の隣に座ってください 。
sit down , tom !	座って、トム ！
sit down , tom .	座って、トム 。
sit near here .	ここの近くに座ってください 。
speak clearly .	はっきりと話してください 。
speak quietly .	静かに話してください 。
start running .	走り始めます 。
start the car .	車をスタートさせます 。
start writing .	書き始めます 。
stay a moment .	ちょっと待ってください 。
stay positive .	ポジティブでいてください 。
stay together .	一緒にいてください 。
stir the soup .	スープをかき混ぜます 。
stop bragging .	自慢はやめてください 。
stop dreaming .	夢を見るのはやめてください 。
stop frowning .	眉をひそめるのはやめてください 。
stop shooting .	撮影を停止します 。
stop shouting .	叫ぶのはやめてください 。
stop that now .	もうやめてください 。
stop worrying .	心配するのはやめてください 。
straighten up .	まっすぐにしてください 。
stuff happens .	何かが起こる 。
suit yourself .	自分に合ったものを 。
sweep my room .	私の部屋を掃除してください 。
take a breath .	息を吸ってください 。
take a chance .	チャンスを掴んでください 。
take a cookie .	クッキーを取ります 。
take a number .	番号を取ります 。
take a shower .	シャワーを浴びてください 。
tastes differ .	好みが異なります 。
thanks a heap .	山ほどありがとう 。
thanks anyway .	とにかくありがとう 。
that meant no .	それはノーを意味しました 。
that suits me .	それが私に合っている 。
that was cool .	かっこよかったです 。
that was easy .	それは簡単でした 。
that was mean .	それは意地悪でした 。
that was nice .	それはよかったです 。
that was ours .	それは私たちのものでした 。
that's saturn .	それは土星です 。
that's a boat .	それはボートです 。
that's a book .	それは本です 。
that's a copy .	それはコピーです 。
that's a doll .	それは人形です 。
that's a fact .	それは事実です 。
that's a fake .	それは偽物です 。
that's a joke .	それは冗談だよ 。
that's a myth .	それは神話です 。
that's a pity .	それは残念だ 。
that's a plan .	それは計画です 。
that's a risk .	それはリスクです 。
that's a sign .	それはサインです 。
that's a tree .	それは木です 。
that's clever .	それは賢いですね 。
that's enough .	それで十分です 。
that's lovely .	それは素敵ですね 。
that's my boy .	それは私の男の子です 。
that's my car .	それは私の車です 。
that's my cat .	それは私の猫です 。
that's my dog .	それは私の犬です 。
that's no fun .	それは面白くない 。
that's normal .	それは正常です 。
that's pretty .	それはきれいですね 。
that's simple .	それは簡単です 。
that's so rad .	それはとてもひどいです 。
that's so sad .	それはとても悲しいです 。
that's stupid .	それは愚かだ 。
that's unfair .	それは不公平だ 。
that's untrue .	それは真実ではありません 。
the girls won .	女子が勝ちました 。
there is hope .	希望はあります 。
there you are .	そこにいます 。
they all died .	彼らは皆死んでしまいました 。
they all knew .	彼らは皆知っていました 。
they all know .	彼らは皆知っています 。
they are here .	彼らはここにいます 。
they canceled .	彼らはキャンセルした 。
they embraced .	彼らは抱き合った 。
they found it .	彼らはそれを見つけました 。
they found us .	彼らは私たちを見つけました 。
they know him .	彼らは彼を知っています 。
they look sad .	彼らは悲しそうな顔をしています 。
they love tom .	彼らはトムが大好きです 。
they need him .	彼らには彼が必要だ 。
they said yes .	彼らはそうだと言いました 。
they saved us .	彼らは私たちを救ってくれました 。
they're asian .	彼らはアジア人です 。
they're alive .	彼らは生きています 。
they're angry .	彼らは怒っています 。
they're armed .	彼らは武装している 。
they're awake .	彼らは起きています 。
they're brave .	彼らは勇敢です 。
they're broke .	彼らは破産している 。
they're clean .	彼らはきれいです 。
they're crazy .	彼らは狂っている 。
they're drunk .	彼らは酔っている 。
they're dying .	彼らは死につつある 。
