go .	行く 。
will you take the job ?	あなたはその仕事を受けますか ？
winter is coming soon .	もうすぐ冬が来ます 。
wisdom comes with age .	知恵は年齢とともに付いてくるものです 。
would you care to bet ?	賭けてもいいですか ？
would you sing for me ?	私のために歌ってくれますか ？
write me sometime , ok ?	いつか書いてね、分かった ？
you all did good work .	皆さんよく頑張りました 。
you all look so happy .	皆さんとても幸せそうです 。
you alone can help me .	あなただけが私を助けることができます 。
you are a good person .	あなたは良い人です 。
you are a mean person .	あなたは意地悪な人です 。
you are going too far .	行き過ぎです 。
you are not a student .	あなたは学生ではありません 。
you are seriously ill .	あなたは重病です 。
you can borrow my pen .	私のペンを貸してください 。
you can count on that .	それは頼りになります 。
you can make your own .	自分で作ることができます 。
you can start anytime .	いつでも始めることができます 。
you can't be a lawyer .	あなたは弁護士にはなれません 。
you can't buy respect .	敬意を買うことはできません 。
you can't give up now .	今は諦められない 。
you can't kill us all .	私たち全員を殺すことはできません 。
you can't pull it off .	それをやってのけることはできません 。
you cannot be serious .	真剣になることはできません 。
you deserve a present .	あなたはプレゼントに値します 。
you deserve the prize .	あなたは賞を受けるに値します 。
you did nothing wrong .	あなたは何も間違ったことはしていません 。
you don't belong here .	あなたはここに属していません 。
you don't fit in here .	あなたはここにはふさわしくありません 。
you don't frighten me .	あなたは私を怖がらせません 。
you don't have a clue .	あなたには手がかりがありません 。
you don't have to lie .	嘘をつく必要はありません 。
you don't have to pay .	支払う必要はありません 。
you don't need a list .	リストは必要ありません 。
you don't need to lie .	嘘をつく必要はありません 。
you dropped something .	何かを落としました 。
you gave me your word .	あなたは私に言葉を与えてくれました 。
you handled that well .	あなたはそれをうまく処理しました 。
you have many friends .	あなたにはたくさんの友達がいます 。
you have to be joking .	冗談でしょう 。
you have to be strong .	強くなければなりません 。
you have to disappear .	あなたは消えなければなりません 。
you have to hold back .	我慢しなければなりません 。
you have to pay taxes .	税金を支払わなければなりません 。
you have to try again .	もう一度試す必要があります 。
you heard your mother .	お母さんの声が聞こえましたね 。
you know i have to go .	私が行かなければならないことはわかっています 。
you live too far away .	あなたは遠すぎます 。
you look disappointed .	あなたはがっかりしたようです 。
you look kind of down .	あなたはなんだか落ち込んでいますね 。
you look kind of pale .	あなたはなんだか青白く見えますね 。
you look so beautiful .	あなたはとても美しいですね 。
you make it look easy .	あなたはそれを簡単に見せます 。
you may need a shovel .	シャベルが必要になるかもしれません 。
you may take the book .	その本を持って行ってもいいです 。
you might not find it .	見つからないかもしれません 。
you must be exhausted .	疲れ果てているはずです 。
you must be terrified .	きっと怖いでしょうね 。
you must come with me .	あなたも私と一緒に来なければなりません 。
you must do your best .	最善を尽くさなければなりません 。
you must go to school .	学校に行かなければなりません 。
you must wait a while .	しばらくお待ちください 。
you need an ambulance .	救急車が必要です 。
you need not go there .	そこに行く必要はありません 。
you need to come home .	家に帰ってください 。
you need to follow me .	私をフォローする必要があります 。
you need to work fast .	素早く作業する必要があります 。
you owe him the truth .	あなたは彼に真実を伝える義務があります 。
you owe me an apology .	あなたは私に謝罪する義務があります 。
you really are a jerk .	あなたは本当にバカだ 。
you reap what you sow .	自分が蒔いたものを刈り取るのです 。
you recovered quickly .	あなたはすぐに回復しました 。
you ruined everything .	あなたはすべてを台無しにしました 。
you should be careful .	気をつけるべきです 。
you should leave , tom .	離れたほうがいいよ、トム 。
you should smoke less .	喫煙を減らしたほうがいいです 。
